ID ,url,firstComment,latestComments/0/text,latestComments/1/text,latestComments/2/text,latestComments/3/text,latestComments/4/text,latestComments/5/text,latestComments/6/text,latestComments/7/text,latestComments/8/text
JDC COMMENTS,https://www.instagram.com/p/CmMsPMOMsEX/,El Go beach club... si han guanyat 3000€. Pero no han vist que han perdut? Es el Titanic topant amb un Iceberg.,El Go beach club... si han guanyat 3000€. Pero no han vist que han perdut? Es el Titanic topant amb un Iceberg.,"Parabens  Ro ,","@jocdecartestv3 avui hem dinat al @keymontjuic res a veure amb el programa.. La gent marxant sense dinar... Les taules que resistiem bufant i mentres uns di aven la resta de la taula només mirava... De l'Uri I la mare no rastre... Quina manera de desaprofitar la vostra publicitat!! Això sí la carta ara posa Menú Joc De Cartes!!"".... Ufff  I Ple de faltes per cert!!! Nois no costa tant passar un corrector!!",Sou guanyadors!,"No trepitjo el de les ""guanyadores"" ni de broma, quin descobriment el Key Montjuic!!",Go beach club ha guanyat el premi del restaurant amb millor estrategia de tot Barcelona,,,
JDC COMMENTS,https://www.instagram.com/p/CmWK-9MNI2x/,"""Sí que ho entens, però no ho vols reconèixer"". Jo sí se  a on no anar a menjar. Sort en tenim de restauradors com els de Cal Cerni i els de l'Era que no es presenten amb cotxes de marques.","""Sí que ho entens, però no ho vols reconèixer"". Jo sí se  a on no anar a menjar. Sort en tenim de restauradors com els de Cal Cerni i els de l'Era que no es presenten amb cotxes de marques.","Quina vergonya, espero que si el negoci de Cal Teixido funciona sigui perquè han après una lliçó després de l'espectacle digne de desgraciats que van fer a @jocdecartestv3, encara que no tinc gaire clar que el mal fons de les persones tingui remei.","Els de Can Teixidor ja van anar a un altre programa i es van comportar igual de bruts, mai aniria al seu restaurant","Quina vergonya els de Cal Teixido, la senyora buscan les 4 potes al gat, i l'home un prepotent, perdona noi, soc intolerant a la lactosa i quan vaig a un restaurant, busco productes que no continguin llet, es vergonyos, hauria de haver guanyat Cal Serni, impressionant, amb qualitat preu, i l'entorn d bojeria","Mgats es un joc de l,únic que sens pot criticar es per donarli las notas mês vaitxes  cal Serni que era el nro 1 d. Estratega, i jo veien el percal li vaig dir, veien lo amics que sou nosaltres no guanyarem pero tú tampoc  i vem fer guanya al Julia, durant tot al programa estén correctas o al  que diem en tot moment es real 100% que passis un Bon día  Joan",,,,
JDC COMMENTS,https://www.instagram.com/p/CmOgwfLsyQj/,Amb moltes ganes d'anar a @latrevit_gastrobar,Amb moltes ganes d'anar a @latrevit_gastrobar,"En aquest restaurant fan bona pinta fins i tot els menjars que no m'agraden i els que m'agraden, com em despertaven la gana . Però pels concursants és com intentar atrapar un cotxe de fòrmula 1 amb un utilitari i això no és just. M'apunto el restaurant.",@pedrogologolo tenemos que ir cuando estemos en el pueblo!,@annanegre4,Estábamos en casa todos diciendo....que hambre!! Que bueno por Dios...,"Els restaurants haurien d'èsser del mateix nivell...aquí hi havía molta diferència i no es podien comparar. Igualment, penso que mai s'ha de suspendre a un concursant, queda molt lleig.... passi el que passi...., per molt concurs que sigui, tots fan un esforç per tirar endavant el seu negoci i ho fan amb els recursos que cadascú té; clar que tothom pot millorar i n'hi ha que són d'espectaculars perquè ja tenen aquesta habilitat i han aprés, o el que sigui, però no puntuar per sota d'un 5 quan són persones que porten 40 anys cuinant!! Per mí, preval el respecte per la feina i les persones que hi treballen.","Tot molt bo..... estic d'acord, els restaurants q competeixen, tindrian q tindra la mateixa categoria. Que bo l'Atrevit... Brutal!!!",Ole tu @c.guardia18,@jotx74 us hi esperem!!!
JDC COMMENTS,https://www.instagram.com/p/CnWm1DCsjOs/,A mi hem van encantar cal serni,A mi hem van encantar cal serni,Cal teixido ya participó en otro programa en Tele5 creo que comparativa  de hoteles y el ya demostró que personaje era....y ella acabo llorando. Lastima que yo sí hubiera ganado hubiera dicho publicamente en el programa que Cal Serni también era merecedor,Genials cal serni,"Dos restaurants brutals i un que els seus amos han demostrat el joc brut, la prepotència i les mentides en només 45min. Penosos. Enhorabona als guanyadors i a cal Serni, que en la meva opinió, ho fan de 10!",Quin vergonya els de can Teixido...ella tonta perduda i ell un prepontent ignorant!,Ja sé a on no hi aniré mai. Quina vergonya.,BRUTAL,"@bertapuigpaloma família Adams, es heavy si jajajja",
JDC COMMENTS,https://www.instagram.com/p/CnSrBC3MqFX/,Avui hem vist el programa amb la meva dona i m'ha semblat que el comportament del Cal Teixidó no ha està molt correcta. Tan la meva dona com jo ens anote'm els restaurants que surten al programa a pesar de que no siguen el guanyador i així poder anar. El comportament de @videllaj i la seva parella no és el correcte. Pot ser és veritat que ells estàvem aliats (ho dubto) però encara i així haguessis quedat molt millor se'n més sincer o realista. Cal Serni i L'Era del Julia anirem i farem la nostra crítica personal.,Avui hem vist el programa amb la meva dona i m'ha semblat que el comportament del Cal Teixidó no ha està molt correcta. Tan la meva dona com jo ens anote'm els restaurants que surten al programa a pesar de que no siguen el guanyador i així poder anar. El comportament de @videllaj i la seva parella no és el correcte. Pot ser és veritat que ells estàvem aliats (ho dubto) però encara i així haguessis quedat molt millor se'n més sincer o realista. Cal Serni i L'Era del Julia anirem i farem la nostra crítica personal.,Felicitats,"Els de Cal Teixidor s'han comportat molt poc professionals i amb això l'únic que ha aconseguit és que la cua de clients que havien de tenir després del programa de Joc de Cartes, no existeixi mai.",@vidiellaj apren escriure i després a cuinar!,,,,,
JDC COMMENTS,https://www.instagram.com/p/CnSrhA5Iycx/,Un programa molt bo,Un programa molt bo,"Va estar molt bé el programa! Molt divertit, encara que penso que no és la realitat del dia a dia amb els famosos... això sí... haig de tastar un ""velencoco""  Gràcies Marc i a tot l'equip!",Lo que no trobo  bé és el preu.que pagant si anéssim naltros demanan el mateix ja veuríem el.que pagaríam,Que dius Marc va ser molt . divertit,Bunissimas totes dues!!,"El programa de ahir semblaba mes VEN A CENAR CONMIGO , que joc de cartes magrada mes quan no hi ha tan de show","La Rebecca... anava esverada! jo amb quedo amb l'Andres i el Sugoi... noias, sou uns cracks!!",una mica de pena!!!!!,Desde sant Carles de la Ràpita imposible veure joc de cartes .  A veure si LO Ajuntament se posa les piles. O tal vegada no ja prou turisme . Si el any que ve no està resolt jo no torno
JDC COMMENTS,https://www.instagram.com/p/CnkwBIBo3xp/,"Ja comencem a possar ""famosos""??? Quin avorriment.... així aquest programa no val absolutament res, mira que hi ha restaurants a catalunya com per haver d'estar mirant com feu propaganda.... No l'hem acabat, una llàstima","Ja comencem a possar ""famosos""??? Quin avorriment.... així aquest programa no val absolutament res, mira que hi ha restaurants a catalunya com per haver d'estar mirant com feu propaganda.... No l'hem acabat, una llàstima",Madre mia el Andres que chico mas elegante 100% guapisimo,Xocolata amb xurros,"Belencoso,no són ostres ,son ostrons i segur que del Delta de l’Ebre!!","un pal de programa... famosillos llepant-se el cul i que no tenen nassos de dir-se cap crítica. El programa fet d'aquesta manera no té cap sentit és profundament avorrit, sembla fet purament x fer-los propaganda. Ni l'acabarem de mirar, quin rollo de postureo","@family.grows nosaltres tampoc... i si continuen portant ""famosillos"" el deixem de mirar automàticament... són uns hipòcrites tots plegats, no tenen nassos de dir-se cap crítica (acord previ) i llavors, quina gràcia té x l'espectador? és pura promoció tant d'ells (q estan mig oblidats) com dels restaurants... q dubto q valguin ni la pena","@madxef Escolta Marc tu que tens mà, a veure si penjeu el joc de cartes de la boqueria que no el vaig poder veure!",,
JDC COMMENTS,https://www.instagram.com/p/CnjozxlIEdF/,D'on són les camises que porta el Marc Ribas?,D'on són les camises que porta el Marc Ribas?,,"Gran programa, per mi els millors Andrés  Velencoso  i la seva germana  per la seva sinceritat i humitat, un 10. ❤️",El Andrés velencoso Brutal,M' agradat moooolt!!! Un programa fantástic,Em va encantar  l ' Andresvelencoso!!❤️,"Crec que la sinceritat i mes humiltat dels #andresvelencoso a banda de mes coneixament de mamar l'hosteleria, varen donar el toc mes atractiu al programa, lo demes vale be pero postureo fashion de sobra","La més honesta la Sílvia Velencoso, aquesta si que dia si dia també porta el negoci, les altres fleumes només i posen el careto i el postureig!!! Molt bé Sílvia!!!!","Bon ambient, bon programa... m’ha agradat moltíssim!!! Per cert..... l’Andrés: molt macu!!!"
JDC COMMENTS,https://www.instagram.com/p/CnhigO9I0vA/,"Un paperas va fer en @madxef amb intervenir entre el del #Bassot i el #quatremolins que varen ser un 10, @lafondamargalef actitud 10, anims us visitarem, el #Bassot No si no aprenen a ser mes empatics","Un paperas va fer en @madxef amb intervenir entre el del #Bassot i el #quatremolins que varen ser un 10, @lafondamargalef actitud 10, anims us visitarem, el #Bassot No si no aprenen a ser mes empatics","Un paperas va fer en @madxef amb intervenir entre el del #Bassot i el #quatremolins que varen ser un 10, @lafondamargalef actitud 10, anims us visitarem, el #Bassot No si no aprenen a ser mes empatics","Potser amb una mica de dedicació Margalef será Genial,vindrem a Fer una visita!!",M' agrada el programa . Però quant veig la ambeixa de certs concursant . Deixeria de mirar-lo . Amb repugna la dolenteria de la gent . Sóc propietaria hosteler del 1952 . El mes Vell de la meva ciutat.  Endevant  bon programa,es pot veure des de l’estranger???,"Felicitats als guanyadors !, Margalef continueu amb aquesta actitud  endevant i el matrimoni que s'ho facin mirar.",@lafondamargalef quina llàstima! El producte esveia molt bo. Segur que us en sortireu!,,
JDC COMMENTS,https://www.instagram.com/p/CkLqtf5LKbb/,Cap perquè no hi aniria mai! Impresentables!,Cap perquè no hi aniria mai! Impresentables!,Pop brasa o pop planxa??,Impresentables els del bassot,Parell de fracassats !!!,Cap!!!!,No m 'agradat gens l 'actitud de aquesta pareja...,"El pop, però no hi aniré, no m'ha agradat com han ""jugat""",Cap ni un per que no hi penso anar mai. Han jugat molt brut. I han quedat ben retractats.,
JDC COMMENTS,https://www.instagram.com/p/Cuoz3VGooJf/,,,@keymontjuic un desastre.. hi vam anar fa pocs dies i res a veure amb el del programa..quin és el bo??,Quin bé de Déu!,Marc estas fatal,"Bona entrada al programa,amb bon rotllo es treballa molt millor","Ni piscina ni platja, muntanya i rius!",,.,
JDC COMMENTS,https://www.instagram.com/p/CnSo92Ws5RD/,Molt bon programa! Quina càmera utilitzeu per gravar el programa?,Molt bon programa! Quina càmera utilitzeu per gravar el programa?,M'encanta el joc de cartes!!,Ganes de provar tots tres... ❤️❤️,,,Molt be al programa,Sou la ostia!!!! Aquet programa val la pena!!!! Volem mes programes de jocdecartes!,Sou uns artistes!! Quin equipàs!❤️,Un SUUUUUPER EQUIP!!!✨✨✨✨
JDC COMMENTS,https://www.instagram.com/p/CnSlEFPsA9F/,"Van ser tots boníssims , és el programa que ens va començar a fer megafuns de Joc de Cartes. Els àpats fantàstics peró la brujiconversa  de la Ruth I la Rebeca amb el Velencoso ens va encantar","Van ser tots boníssims , és el programa que ens va començar a fer megafuns de Joc de Cartes. Els àpats fantàstics peró la brujiconversa  de la Ruth I la Rebeca amb el Velencoso ens va encantar",,Jo sempre pico♥️♥️,Jo pico....  per sort no se fer sushi.... no arribaria mai a taula,jo  baix pican,"Molt bo el menjar...i el Saulo, jajajajaja",,,
JDC COMMENTS,https://www.instagram.com/p/CnSmwoTs1Fd/,@enriqmorales_2000,@enriqmorales_2000,"Crec que habia de guanyar casa Andres, els mes sincers i coherents amb l'apat. Encara que els altres dos tenien pinta de moltissima qualitat, veure com la  propietaria del haha no sha tallat en cap mment per flirtejar amb el pobre noi... Un cop i d conya vale pero ja era mooooolt cansina. Molt pilotes tots i poc real. Es impossible que tot estigui perf. No m'agrden els jocs de cartes vip",Quan anem a menjar al #jajarestaurant o al #sugoi pagarem el doble! Resulta enganyós pels futurs clients que poguéssim anar animats pel programa #jocdecartestv3 crec que el #casaandres ha sigut el més honest en aquest sentit,"Molt dolent el programa d avui, no pel Marc... Sino per tots els comentaris fora de joc al Velencoso. Si en contes de femines fossin homes comportant-se així s hagués considerat ofensiu.",Preus no tenen res a veure amb la realitat,Molt dolent avui el programa! Amb els comentaris que tenen a tripvaisor i d'altres llocs ja ho diu tot... nomes promocionar pq i vagi la gent,@laau.97 ️️️,,
JDC COMMENTS,https://www.instagram.com/p/CnZQyIns0Tw/,enhorabona a @quatremolins!!,enhorabona a @quatremolins!!,Moltes felicitats!,Marc ets un profecional pq segons amb qui has de tractar.. Felicitats als guanyadors,Felicitats x programa!!!,Enhorabona!!!!❤️,"Si vaig a Cornudella,ja sé a on NO tinc d'anar a El Bassot,felicitats als altres dos participants,bona cuina i bones persones","Noooo, ahir no vaig poder veure estava d'aniversari familiar , el tenim que veure avui","Felicitats als de @quatremolins , no tant per la seva cuina, que també, sinó per la seva educació i les seves formes. Chapeau!",
JDC COMMENTS,https://www.instagram.com/p/CnOvALYKgDZ/,"@gobeachclub_bcn és un lloc a evitar, només cal veure'n la publicitat que en fan. Utilitzen la dona com a reclam publicitari, nua i normativa. Feu fàstic.","@gobeachclub_bcn és un lloc a evitar, només cal veure'n la publicitat que en fan. Utilitzen la dona com a reclam publicitari, nua i normativa. Feu fàstic.","Acabo de veure el millor restaurant amb piscina, la veritat és que m'ha fet molta ràbia que guanyés  el que ha guanyat. La propietària pedant i odiosa. No aniré mai a aquest restaurant. Que hi vagin els estrangers.!!! Llàstima que aquest estiu no ni han",A mi no m'hi trobareu mai al @gobeachclub_bcn,Odioses les del @gobeachclub_bcn ! Deuen treballar amb guiris perquè els catalans dubto q ens hi deixem veure!,"Per fi he vist el programa... El títol ho diu tot: ""JOC de cartes"". Han guanyat les que millor han jugat, no les que tenien el millor restaurant...  Això sí, al seu restaurant no crec que m'hi acosti gaire.",Lamentable @gobeachclub_bcn no es mereixen res aquestes dues impresentables,"Hòstia Maaaarc! Quin fallo! Bé, hauràn guanyat el programa però dubto que guanyin clients!",Quines estúpides les del go beach club!!! No hi aniria ni boja!!!,No és mereixien guanyar. El concurs era restaurant + piscina. El menjar millor el dels altres dos .
JDC COMMENTS,https://www.instagram.com/p/CnRcU5jtQhj/,"Sorollets de cadires, pinturetes negres, sort de programes com aquest per saber a on no anar a menjar","Sorollets de cadires, pinturetes negres, sort de programes com aquest per saber a on no anar a menjar","No distingir la llimona del coco...., homeee.","@no_se_res sablassu? O comentari horrible, espero que mai et fotin el teu treball pel terra, perque lo que es un dessastre, aixo coste suor i molt de treball , segur que teeballes en una oficina que lo mes dificil, es apagar el ordinador . Patetic",@silvia_roig_o si veus els preus entendras les racions... i espero que quan aneu als altrss mengeu 5 persones per 120€ ... jajaja,,,,,
JDC COMMENTS,https://www.instagram.com/p/CnSh_tgIfYV/,"Sí, estic d'acord el de la Boqueria,  respecte entre els concursante, entre altres coses, molt bé","Sí, estic d'acord el de la Boqueria,  respecte entre els concursante, entre altres coses, molt bé","He visto 2 veces el Joc de Cartes de La Boqueria y para mí ha sido el mejor. El respecto entre compañeros de profesión ha sido maravilloso. Y que decir del Juanito, me ha hecho emocionarme varias veces. Espectacular",Me he gustado el programa de hoy ha sido divertido muchas felicidades a todo el equipo,"Tots els capítols han estat bé però el que més m"" ha agradat ha estat el de la boquería. Moltes FELICITATS als tres restauradors",Si us plau no convideu mai mes al del “limon limon”‍♀️‍♀️,,,,
JDC COMMENTS,https://www.instagram.com/p/CnAnMfYtq8_/,Es que aquest Marc enamora !!,Es que aquest Marc enamora !!,Enamoradeta perduda que estic ♥️ @madxef,Bona tardaa,Yujuuuuj aquest si que serà brutal,Soparem a les 19h per estar a punt,,,,
JDC COMMENTS,https://www.instagram.com/p/CnEnqMHoNc_/,Quin parell,Quin parell,té raó el Marc,Nois heu tingut un mal día pero anirem a dinar a casa vostre i heu sigut justos a les valoracions aixi que Bravo per vosaltres,No es mal cuiner. Pot ser millor encara. Com a poeta no el veig jajaja,"No han tingut un bon dia pero son bones persones, honestes i una mica esbojerrats",El Frank és un gran cuiner,,Aixo promet.....,
JDC COMMENTS,https://www.instagram.com/p/CnHMGKzIOSN/,Fora parella,Fora parella,"Que mal rollo, en el programa. Por cierto, desde mi punto de vista, los restaurantes deberían de tener todos “ el mismo nivel”.",I nosaltres anirem al que va guanyar !!! Quina bona pinta tot,Tenien que puntuar com a profesionals no com a nens de p5,Amb va agradat molts menys el Sr gordo,,"Quin cafre està fet, el gordo...",El primer restaurant..... es veu tot boníssim,"Me parece increíble la enrabinada máxima que me llevan encima!!! ENVIDIOSOS! Los platos eran perfectos y tenían una pinta de infarto!! A su restaurante iremos , al vuestro seguro que no"
JDC COMMENTS,https://www.instagram.com/p/CnAprdZNtyd/,Es un hit el programa. Por favor permitir acceso a más capítulos por internet para la gente que babea desde el exterior. Moltes gracias cracks!,Es un hit el programa. Por favor permitir acceso a más capítulos por internet para la gente que babea desde el exterior. Moltes gracias cracks!,Terrassenc havies de ser. Felicitatsss equip un GRAN programa!!,"Nosaltres en part gràcies a vosaltres , no sabem  quant podrem fer vacances  . Moltes felicitats equip !!!",Felicitats i bones vacances pero ja esteu trigan a tornar,"M’ha agradat moltíssim el vostre programa! Us trobaré a faltar!!
Bon descans!!","Moltes Feliciitats a tot el programa, però quan torneu?@jocdecartestv3",Os merecéis vacaciones sin duda habéis sido lo mejor del verano espero con impaciencia vuestro regreso disfrutar descansar y hasta la vuelta gràcies per tot sou els millors  gràcies,Els millors amb diferencia,"Moltes felicitats, a descansar pero torna aviat Marc!!"
JDC COMMENTS,https://www.instagram.com/p/CnAjqnpPX5k/,Quan torneu @jocdecartestv3 ???,Quan torneu @jocdecartestv3 ???,,"Ostres, quand tornareu??",Avui a la nit fareu el pograma?,,Maaaaassaaaaaa graaaaans!!!!,els millors bones vacances,Ekipazo,"Jo sóc molt d’aquests “nois de l’Isaac”, de l’Isacc i dels antics nois i noies de l’Isacc!! Craaacckkssss"
JDC COMMENTS,https://www.instagram.com/p/CnSjP6JsHdK/,TORNEU AVIAATT!!!!,TORNEU AVIAATT!!!!,@madxef Marc!! Avui hem estat a la Minerva i demà al Victor petons!!,Ens ho passarem Tetaaaaa,Ens ho passarem de tasa!,Ho veure el dimecres com sempre. Però suposo que haurà nova temporada ò no??,@xatiros,@patirulamir,@patirulamir ben triats!!!,
JDC COMMENTS,https://www.instagram.com/p/CnC_k3DBoGo/,Volem sortir ‍♂️‍♀️,Volem sortir ‍♂️‍♀️,Em podrieu dir com puc veure els programes de @jocdecartestv3 online? Al web de @tv3cat només trobo trossets. Gràcies!,"Molt bona tarda Marc, quand comencara la nova temporada de Joc de Cartes",Quan comença??? No hi haurà joc de cartes estiu???,Ja teniu data ???,Cuan comensara el programa ????? Tinc mono de joc de cartes ? El mes vinen ja el podrem veure ???,a Itàlia van traduir el nom de la sèrie de televisió a 4 restaurants d’Espanya,hola algu em pot dir si encara es emet el programa i quin dia?,Wooowwwwww quines ganes!!!!!
JDC COMMENTS,https://www.instagram.com/p/CnAlcifITXU/,@marcballo  yujuuu,@marcballo  yujuuu,@alexgavi @jayats57,,,Aiiiii @hassassa,@edunieto @nemaya,,@laurayats doncs haurem d'esperar fins el 31,@monicacg.82  ueee
JDC COMMENTS,https://www.instagram.com/p/CnAme22oAG7/,Joannn!!!! Wapetonnnn.jo vull que em portis amb cotxe !!!,Joannn!!!! Wapetonnnn.jo vull que em portis amb cotxe !!!,Que guai em va agradar molt,,Quines ganes!!!quins nervis!!!!,sort,Avui tota la familía a veure el programa,quina maravella,,@ventedeboda
JDC COMMENTS,https://www.instagram.com/p/Cm9CdqbId2P/,Que guai!!!Això no m’ho perdo!!,Que guai!!!Això no m’ho perdo!!,No me lo pierdo,Estic emocionada quinas ganas de que llegue mañana,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Cm_kMvHonQA/,,,Yeeeeeah!!,@jandrorunner MIRA!,@marialago__,Qué be!!!,,,@miresegarra,
JDC COMMENTS,https://www.instagram.com/p/CmyjuZtInJY/,Que susto me he dao. Pensaba que era la familia real.,Que susto me he dao. Pensaba que era la familia real.,Felicidades a los 3,Enhorabona Lito!!!,Felicitats al Can Sophia @hotelcasagranados pel bon producte i execució va ser un plaer veure-ho i al restaurant @restaurant_minerva per la cuina marinera q fan! Haurem de vindre als vostres restaurants!!!!,"Molt bon programa , no ens ho van perdre",No m'agraden els de Sa Muralla.,Molt entretingut el programa i amb ganes de disfrutar de Tossa i de la seva gastronomia de alt nivell. Felicitats!!,Felicidades a todos,@oscardomenech1
JDC COMMENTS,https://www.instagram.com/p/CnAiQHEokQ2/,Molt desagradable mostrar el moment llangosta viva fent-se a la planxa,Molt desagradable mostrar el moment llangosta viva fent-se a la planxa,"El millor programa actual, ens feu passar molt bones estones",,Nos encanta el programa felicidades a todo el equipo !!,,Un programa k engantxa!! El secret està en la cuina!! Mai millor dir!! Felicitats!! Brutal!!,Quin programa més bo!!!! Totalment enganxada!!! @jocdecartestv3 @madxef,Supermegaenganxada al programa!,Tossa és especial i màgic
JDC COMMENTS,https://www.instagram.com/p/CnAgqqLtqHy/,Can Cortada,Can Cortada,Can Cortada,Can Cortada sens dubte,A mí m'agraden aquests restaurants i gairebé no conec cap... què bé m'anirà aquest programa... #moltfanjocdecartes,Al Guinardo?,A Can Cortada?,Can cortada,Can cortada,Can cortada?
JDC COMMENTS,https://www.instagram.com/p/Cm1W5mYo5Wo/,Molt merescut,Molt merescut,A Can Cortada de cap! Bon programa!,És que esmenja molt bé i el servei és extraordiari,"Se’ns dubte Acontraluz. Jo ja hi he estat i és meravellós. Tant lo estètic, com el menjar, que no pot ser més bo.","Genial Can cortada! Q pintón los platos y el chico Christian un crack, nos hemos reído muchísimo con él!!","Batuar merescut guanyador, Acontraluz visita obligada, Cam cortada no hi anire que cansino el senyor.","El millor sens dubte Can Cortada, no només ofereix un bon producte sino una bona experiència al consumidor. La terrassa és espectacular i el Christian amenitza i fa que el programa sigui divertidíssim. Aniré encantada amb la meva familia a Can Cortada per a gaudir del menjar, les vistes i del bon humor del Christian.","M’ha agradat el programa. Dues ofertes diferents: una mes tradicional i dues mes semblants. I el Christian, ha amenitzat un programa que podia haver estat aburridet. Sincerament dels tres aniré al Can Cortada pel Christian, dels altres ni fu ni fa.",@mart_ona_ molt bon lloc
JDC COMMENTS,https://www.instagram.com/p/CmumE4woJky/,Christian ha sido el que ha hecho que el programa fuese divertido,Christian ha sido el que ha hecho que el programa fuese divertido,Crec que no va ser una bona elecció aquest restaurant per competir amb els altres dos. Son dos tipos de restaurant molt diferents.,mal ull!!,@ginettebcn és un “notas” i un groller. Només he anat una vegada a Can Cortada i no tenia previst repetir perque té més fama que qualitat. I després de veure a aquest personatge ja tinc clar que no torno.,,,,,
JDC COMMENTS,https://www.instagram.com/p/CmunDO8ohD_/,"Moment ""Pinotxo"" únic!","Moment ""Pinotxo"" únic!",M’encanten tots aquells moments que mira la càmara amb tanta complicitat que sovint li torno la mirada!,Alguns han estat millor que uns altres perque la competència es bona.,Amb el moment cuixa o espatlla d' aquell paio que hi entenia tan de tot!!,Jo el quedo amb aquest i amb totes les seves cares de plaer sobretot quan despres mira a camara,"Em quedo amb el moment que allà a Tossa li van fer el postre de la mare d'en Marc, jo que no tinc la meva amb mi, crec que ha de ser (mai mes ben dit) ""brutal"" que un plat et traslladi a la teva infancia i als teus records... ☺️ Visca la bona cuina!!!",Yo me quedo con todos son todos geniales y,Ohhh ja ho vaig dir jo!!! Em va semblar brutaaaal aquell moment!!!,E ae bro vc tem q fazer um melhor caldereta de menorca... Seria o sucesso broo...adeuandreu
JDC COMMENTS,https://www.instagram.com/p/CmukW_Uopoq/,Fareu nova entrega aquesta primavera/estiu????,Fareu nova entrega aquesta primavera/estiu????,x BRUTAAAL !!!,Felicitats,Enhorabona!!!,Felicitats,"@patirulamir la setmana q ve,farem resum d’estiu i imatges no vistes,tonteries amb l’èquip i farts de riure!!!!",,,
JDC COMMENTS,https://www.instagram.com/p/Cmui5tloVnC/,"Can cortada: ella molt correcte, ell mal educat; a contra luz: els dos educats; batuar: adorables ambos; presentador a tope de pawer amb la cara de poker face en alguns moments","Can cortada: ella molt correcte, ell mal educat; a contra luz: els dos educats; batuar: adorables ambos; presentador a tope de pawer amb la cara de poker face en alguns moments",Felicitats Batuar,Christian,Grandeee Christian!!!!!!!!!,Sort del christian!! Lo millor del programa,Ja tenim 2 restaurants més per visitar,@solermariona un puto mal educado,,
JDC COMMENTS,https://www.instagram.com/p/Cmuhf5sI6ut/,Comienza el joc,Comienza el joc,Que ganas tengo sois lo mejor de la semana gracias,"Bona tarda el meu marit i jo, ho veurem com cada dimecres. Brutal",Heu anat a l ‘Atic?,Perfecte,Amb ganes de veure al programa!,,,
JDC COMMENTS,https://www.instagram.com/p/BmgqmkIHiRT/,"Ho he vist amb el meu marit, com quasi sempre, aquest cop desde les terres de l'Ebre","Ho he vist amb el meu marit, com quasi sempre, aquest cop desde les terres de l'Ebre",Amb Tota la familia!!!!!,"Jo ho he vist amb la meva àvia, cuinera de tota la vida, enamorada del programa","Ho hem vist amb familia! Hem gaudit amb el coulant del Minerva, amb el toc modern del Sofia i el mal fer del Xavi",Amb el meu home hi la meva filla!!,@juanan828 com sempre!!,"Amb els meus pares, Crec que guanyara Can Minerva o sophia","Amb un bon vi i un gelat .... o, i el meu xicot.",Con mi mamiiiiiiiiiii!! ‍♀️
JDC COMMENTS,https://www.instagram.com/p/BmgcA_dHkB9/,Critica o per a guanyar? Algunes puntuacions eren ridicules.,Critica o per a guanyar? Algunes puntuacions eren ridicules.,"Sort de la parella de Sa Muralla q van donar vidilla al programa, es tracta d'aixo el programa, de fer crítica del q no tagrada pero també comentar el que agrada, tal com van fer ells, amb naturalitat i sent clars, i a la cara, no per darrere com van fer d'altres...un 10 x Sa Muralla tant x la qualitat com x la sinceritat!!!",Més humilitat per part de Sa Muralla no estaria gens malament,"Tbe moltes Felicitats al @restaurant_minerva, vaig anar a dinar un dia i tornare a repetir",Vaig anar a dinar al Sa Muralla i no tornare perque no em va agradar gens,"Mare meva quina vergonya els de Sa Muralla, no penso anar a aquest restaurant El respecte i l""educació és fonamental cosa que els hi falten! Quina tela!",,,
JDC COMMENTS,https://www.instagram.com/p/BmO3EeqHOZW/,Per mi molt lleig dir que La Masia Saguès estava plena de morts.,Per mi molt lleig dir que La Masia Saguès estava plena de morts.,Creec que els restaurants no estaven a la mateixa alçada i per competir haurien d estar tots menys ó menys per un igual. El que tampoc m'ha agradat el restaurant que feia pudor.,Beee...no pot agradar a tothom xo el millor per jutjar es anar a probarlos tots!!desdes casa nostra sereu benvinguts!!!,*han d'estar amb igualtat de condicions o similars.,Si vull bons restaurants és pq tingui ganes d'anar a provar-los. I últimament res de res. No em desperten interès. A més els q es presentin hanbd'estar bbigualtst de condiciond,"A veure Marc i reste (director, etc). Esteu perdent interès. Cada vegada els restaurants són de més baixa categoria. Jo vull bons restaurants.",@jordiicgonzalez he vuelto a ver el programa y de verdad que asco de tías las de la Masia!,,
JDC COMMENTS,https://www.instagram.com/p/Bmgw2oDn2wf/,Vaja vaja. Molt ridicul com sempre en  Marc. El restaurant molt guaiiii. El guanyador clar.,Vaja vaja. Molt ridicul com sempre en  Marc. El restaurant molt guaiiii. El guanyador clar.,Estamos enganchados ✌️,"M'agradat el programa, aniré al Minerva... no m'ha agradat l'actitud del de Sa Muralla.","Brutal!! Espectacular el Sophia de Casa Granados un 10. A algú se l'hi ha vist el llautó, hahaha,  dues pases + avall molt millor......... C.. Pi. i.","No m’hi veuran pas a sa Muralla, han pixat fora de test.","M'ha encantat, hi hagut molt de ""Salseo"" Enhorabona",Brutal  @madxef,Anirem a can Sophia i al @restaurant_minerva  sense dubtar-ho,Han guanyat els que nosaltres pensavem. Espero poder anar-hi algun dia. M'ha encantat!
